Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week
790,2025-01-01 09:00:00,Streetlight,In Progress,14,Indiranagar,11,12.958621785416632,77.72588782136673,0.72,-3,107,Garbage not collected,Twitter,positive,Early,45.96,1,Q1,Wednesday
791,2025-01-11 20:00:00,Pothole,Resolved,3,Koramangala,192,12.944792875487474,77.56702891895961,-0.81,-4,162,Noise from bar at night,Email,negative,Early,49.98,1,Q1,Saturday
792,2025-09-09 14:00:00,Streetlight,Open,19,Yelahanka,92,13.097427067099359,77.61304781455665,0.13,14,192,Pothole near school,Email,neutral,Slight Delay,34.01,9,Q3,Tuesday
793,2025-04-03 11:00:00,Water Leak,In Progress,20,Malleshwaram,142,13.091715989179676,77.70733975528222,0.22,13,116,Garbage not collected,Twitter,positive,Slight Delay,38.03,4,Q2,Thursday
794,2025-10-21 09:00:00,Garbage,Open,11,Malleshwaram,39,12.897420451838906,77.70001251903125,0.16,1,115,Garbage not collected,Email,neutral,On-Time,17.88,10,Q4,Tuesday
795,2025-03-27 20:00:00,Graffiti,Open,17,Koramangala,195,13.086666386269615,77.64138608951762,-0.56,6,144,Streetlight not working,Mobile App,negative,On-Time,48.77,3,Q1,Thursday
796,2025-08-09 07:00:00,Garbage,Resolved,17,Marathahalli,183,13.02306547600299,77.71658713492133,-0.87,23,167,Broken footpath,Twitter,negative,Heavy Delay,90.82,8,Q3,Saturday
797,2025-03-09 11:00:00,Noise,Resolved,3,HSR Layout,42,12.952210791383308,77.73562944843285,0.79,-2,109,Water leakage on road,Email,positive,Early,51.54,3,Q1,Sunday
798,2025-12-21 16:00:00,Garbage,In Progress,14,Yelahanka,94,13.034907733040235,77.73053424038507,0.15,4,179,Pothole near school,Twitter,neutral,On-Time,21.41,12,Q4,Sunday
799,2025-02-25 22:00:00,Pothole,In Progress,7,Yelahanka,5,13.075035241426637,77.55470220069301,0.54,22,118,Broken footpath,Mobile App,positive,Heavy Delay,69.64,2,Q1,Tuesday
800,2025-04-29 00:00:00,Water Leak,Resolved,19,Koramangala,52,12.895035388449744,77.56915132886114,-0.27,3,138,Streetlight not working,Mobile App,negative,On-Time,27.23,4,Q2,Tuesday
801,2025-04-28 16:00:00,Streetlight,Open,3,Jayanagar,150,12.898996065344415,77.5221511594944,-0.91,23,149,Illegal parking,Twitter,negative,Heavy Delay,93.22,4,Q2,Monday
802,2025-03-25 02:00:00,Water Leak,Resolved,2,HSR Layout,44,12.952180190556914,77.70104895307824,-0.48,6,176,Water leakage on road,Twitter,negative,On-Time,43.97,3,Q1,Tuesday
803,2025-05-26 10:00:00,Graffiti,In Progress,17,Whitefield,115,12.892302942833767,77.48654738177315,-0.85,5,159,Illegal parking,Mobile App,negative,On-Time,64.79,5,Q2,Monday
804,2025-11-29 16:00:00,Garbage,Open,9,Malleshwaram,187,12.940099371426454,77.55652501105068,-0.84,15,167,Garbage not collected,Twitter,negative,Slight Delay,77.99,11,Q4,Saturday
805,2025-03-08 20:00:00,Graffiti,Open,6,Whitefield,153,13.011422881765629,77.45291995901238,-0.57,24,131,Noise from bar at night,Twitter,negative,Heavy Delay,74.2,3,Q1,Saturday
806,2025-01-10 19:00:00,Streetlight,Open,9,BTM Layout,127,13.053204531333463,77.62839387308718,0.27,13,181,Overflowing garbage,Twitter,positive,Slight Delay,41.03,1,Q1,Friday
807,2025-03-21 12:00:00,Graffiti,Resolved,5,Jayanagar,116,12.92548373442135,77.64751529208476,0.64,-4,179,Water leakage on road,Call Center,positive,Early,39.78,3,Q1,Friday
808,2025-12-23 23:00:00,Noise,Resolved,2,Marathahalli,149,12.92043267095121,77.52469625025965,0.64,0,188,Noise from bar at night,Mobile App,positive,On-Time,45.3,12,Q4,Tuesday
809,2025-05-28 02:00:00,Water Leak,In Progress,15,Whitefield,192,13.044935741097294,77.6710191956897,0.88,24,163,Illegal parking,Call Center,positive,Heavy Delay,92.8,5,Q2,Wednesday
810,2025-08-08 00:00:00,Streetlight,Open,9,Malleshwaram,68,12.945256556500627,77.56446103637602,0.31,0,179,Graffiti on wall,Call Center,positive,On-Time,25.5,8,Q3,Friday
811,2025-04-20 19:00:00,Streetlight,Open,19,Malleshwaram,47,13.05461884196721,77.5435133235354,-0.96,-5,185,Graffiti on wall,Call Center,negative,Early,57.6,4,Q2,Sunday
812,2025-12-07 02:00:00,Streetlight,Resolved,10,Malleshwaram,127,13.098345080082304,77.73684962698326,-0.25,1,123,Streetlight not working,Email,negative,On-Time,23.28,12,Q4,Sunday
813,2025-04-17 16:00:00,Pothole,In Progress,4,Indiranagar,35,13.094917168995929,77.62660773933084,-0.78,6,127,Garbage not collected,Call Center,negative,On-Time,61.97,4,Q2,Thursday
814,2025-08-14 15:00:00,Water Leak,In Progress,10,Yelahanka,7,13.015671738711822,77.52569581875935,0.55,15,122,Water leakage on road,Twitter,positive,Slight Delay,60.59,8,Q3,Thursday
815,2025-05-22 07:00:00,Graffiti,Open,8,Whitefield,184,12.943803302844362,77.7449726455555,-0.76,17,162,Pothole near school,Call Center,negative,Slight Delay,75.94,5,Q2,Thursday
816,2025-09-05 23:00:00,Streetlight,Resolved,13,BTM Layout,116,12.86637246486919,77.56626489150106,-0.79,6,155,Overflowing garbage,Email,negative,On-Time,62.57,9,Q3,Friday
817,2025-08-16 20:00:00,Water Leak,Open,7,Whitefield,52,13.034510158179264,77.64434893527715,-0.94,14,184,Overflowing garbage,Email,negative,Slight Delay,82.61,8,Q3,Saturday
818,2025-11-30 15:00:00,Streetlight,Resolved,7,BTM Layout,110,13.09449181026331,77.66715617440225,0.91,15,172,Graffiti on wall,Call Center,positive,Slight Delay,82.19,11,Q4,Sunday
819,2025-09-25 05:00:00,Noise,In Progress,4,Malleshwaram,46,12.866996115803907,77.57668874609094,0.57,17,165,Noise from bar at night,Mobile App,positive,Slight Delay,64.54,9,Q3,Thursday
820,2025-10-17 05:00:00,Noise,Open,15,HSR Layout,137,12.851541927655159,77.61077503555548,-0.33,0,137,Pothole near school,Twitter,negative,On-Time,26.7,10,Q4,Friday
821,2025-07-20 20:00:00,Noise,Open,12,BTM Layout,186,13.057944049145428,77.5219345785925,-0.25,8,127,Water leakage on road,Twitter,negative,On-Time,32.93,7,Q3,Sunday
822,2025-05-01 18:00:00,Garbage,Open,16,Jayanagar,23,12.875564740509558,77.58974652673,-0.88,11,125,Noise from bar at night,Mobile App,negative,Slight Delay,74.87,5,Q2,Thursday
823,2025-11-11 10:00:00,Streetlight,In Progress,6,Yelahanka,131,12.870405745111395,77.54324002640402,-0.68,11,159,Water leakage on road,Twitter,negative,Slight Delay,62.87,11,Q4,Tuesday
824,2025-01-04 05:00:00,Garbage,Open,9,Yelahanka,127,13.077584017055795,77.61423737990866,-0.38,12,159,Pothole near school,Email,negative,Slight Delay,46.25,1,Q1,Saturday
825,2025-11-12 17:00:00,Water Leak,In Progress,3,Indiranagar,189,12.86989020291797,77.65096710182841,-0.22,7,190,Streetlight not working,Email,negative,On-Time,29.75,11,Q4,Wednesday
826,2025-06-26 03:00:00,Garbage,Resolved,8,Basavanagudi,9,12.878504413693856,77.6342015602581,0.24,7,154,Noise from bar at night,Twitter,positive,On-Time,30.95,6,Q2,Thursday
827,2025-01-26 00:00:00,Water Leak,In Progress,7,Whitefield,53,12.992393418817423,77.68301502818267,-0.3,21,124,Streetlight not working,Mobile App,negative,Heavy Delay,53.86,1,Q1,Sunday
828,2025-02-14 09:00:00,Water Leak,Resolved,4,Koramangala,196,13.039203543258322,77.46245900875442,0.91,5,120,Streetlight not working,Twitter,positive,On-Time,68.39,2,Q1,Friday
829,2025-03-31 00:00:00,Water Leak,In Progress,13,Indiranagar,177,12.949893064678557,77.4735790283173,-0.31,-3,124,Streetlight not working,Call Center,negative,Early,21.36,3,Q1,Monday
830,2025-10-17 07:00:00,Graffiti,In Progress,19,Koramangala,198,12.955147290172597,77.51159423188837,0.88,11,157,Streetlight not working,Email,positive,Slight Delay,74.87,10,Q4,Friday
831,2025-11-22 04:00:00,Garbage,Open,7,Basavanagudi,48,13.008156496787784,77.74574076006593,0.46,20,137,Broken footpath,Email,positive,Heavy Delay,62.08,11,Q4,Saturday
832,2025-10-01 13:00:00,Graffiti,In Progress,10,Yelahanka,123,12.976356323707694,77.69008041582349,0.8,-4,145,Overflowing garbage,Call Center,positive,Early,49.38,10,Q4,Wednesday
833,2025-09-07 08:00:00,Streetlight,Open,12,Jayanagar,82,12.85465707319443,77.72723630517436,0.41,24,174,Illegal parking,Email,positive,Heavy Delay,64.6,9,Q3,Sunday
834,2025-08-03 06:00:00,Garbage,Resolved,3,Malleshwaram,109,12.87839579656805,77.53162710546164,0.14,22,191,Pothole near school,Call Center,neutral,Heavy Delay,45.64,8,Q3,Sunday
835,2025-07-14 14:00:00,Streetlight,Resolved,12,Malleshwaram,7,12.99540000388135,77.62215694875232,0.02,-4,199,Garbage not collected,Email,neutral,Early,2.58,7,Q3,Monday
836,2025-04-02 06:00:00,Streetlight,Open,19,BTM Layout,99,13.048415627424466,77.61646543887684,-0.42,1,103,Graffiti on wall,Mobile App,negative,On-Time,33.48,4,Q2,Wednesday
837,2025-04-24 00:00:00,Water Leak,Resolved,15,Indiranagar,31,13.04077578635749,77.62085568534688,-0.4,21,118,Illegal parking,Email,negative,Heavy Delay,59.86,4,Q2,Thursday
838,2025-04-02 08:00:00,Garbage,In Progress,8,Basavanagudi,102,13.03501413982341,77.66527008226088,-0.55,23,161,Garbage not collected,Twitter,negative,Heavy Delay,71.62,4,Q2,Wednesday
839,2025-02-22 00:00:00,Streetlight,Open,12,Jayanagar,56,13.042818154052034,77.56819400940931,-0.23,22,123,Garbage not collected,Twitter,negative,Heavy Delay,51.04,2,Q1,Saturday
840,2025-06-18 01:00:00,Noise,Open,20,Malleshwaram,99,12.86111086908113,77.65316310805794,-0.75,16,185,Water leakage on road,Twitter,negative,Slight Delay,73.97,6,Q2,Wednesday
841,2025-03-25 05:00:00,Streetlight,Open,6,BTM Layout,189,13.073775391240646,77.6865311132383,-0.22,19,154,Garbage not collected,Twitter,negative,Slight Delay,46.3,3,Q1,Tuesday
842,2025-06-03 15:00:00,Noise,Resolved,10,Whitefield,5,13.072320776302918,77.53672197079949,0.67,4,124,Illegal parking,Mobile App,positive,On-Time,52.61,6,Q2,Tuesday
843,2025-06-17 10:00:00,Garbage,Resolved,2,Yelahanka,30,12.982980997274403,77.7337229597165,0.74,8,171,Graffiti on wall,Email,positive,On-Time,62.33,6,Q2,Tuesday
844,2025-03-24 02:00:00,Graffiti,In Progress,13,Whitefield,22,12.912148583067191,77.60541440441078,0.29,15,183,Noise from bar at night,Twitter,positive,Slight Delay,44.99,3,Q1,Monday
845,2025-12-16 13:00:00,Garbage,In Progress,7,Yelahanka,145,12.998044618195358,77.66982881113232,-0.49,13,164,Noise from bar at night,Email,negative,Slight Delay,54.23,12,Q4,Tuesday
846,2025-08-29 05:00:00,Graffiti,Open,8,Whitefield,138,12.98947148159382,77.66867747005583,-0.52,11,167,Streetlight not working,Mobile App,negative,Slight Delay,53.27,8,Q3,Friday
847,2025-02-20 02:00:00,Graffiti,In Progress,16,BTM Layout,196,12.905739301922551,77.61957299572633,-0.44,10,111,Pothole near school,Call Center,negative,Slight Delay,47.09,2,Q1,Thursday
848,2025-12-05 23:00:00,Garbage,Resolved,11,Jayanagar,170,13.000782544732166,77.54680510839512,0.0,11,124,Overflowing garbage,Mobile App,neutral,Slight Delay,22.07,12,Q4,Friday
849,2025-08-20 23:00:00,Streetlight,In Progress,4,Indiranagar,27,13.049323529025152,77.65008183858774,0.95,12,120,Water leakage on road,Twitter,positive,Slight Delay,80.45,8,Q3,Wednesday
850,2025-11-16 11:00:00,Pothole,Resolved,17,Yelahanka,127,13.051526716186313,77.47618546199764,-0.78,23,118,Graffiti on wall,Mobile App,negative,Heavy Delay,85.42,11,Q4,Sunday
851,2025-08-28 06:00:00,Streetlight,In Progress,16,Basavanagudi,135,12.864924455569978,77.74443061631408,0.0,21,197,Broken footpath,Twitter,neutral,Heavy Delay,35.86,8,Q3,Thursday
852,2025-08-30 04:00:00,Streetlight,Resolved,19,Koramangala,23,12.899290827953116,77.50519917838582,0.36,5,169,Garbage not collected,Mobile App,positive,On-Time,35.39,8,Q3,Saturday
853,2025-08-14 08:00:00,Water Leak,Resolved,11,Jayanagar,75,13.017055840148299,77.53262785580078,-0.51,13,151,Graffiti on wall,Twitter,negative,Slight Delay,55.43,8,Q3,Thursday
854,2025-12-28 05:00:00,Water Leak,In Progress,7,Jayanagar,117,13.064957986353575,77.73633174096794,0.94,5,153,Garbage not collected,Call Center,positive,On-Time,70.19,12,Q4,Sunday
855,2025-02-08 10:00:00,Streetlight,In Progress,13,BTM Layout,136,12.980304270612304,77.50596241322481,-0.3,4,134,Broken footpath,Call Center,negative,On-Time,30.41,2,Q1,Saturday
856,2025-01-18 11:00:00,Noise,Resolved,19,Koramangala,8,13.026881417083745,77.5010278095046,0.86,24,102,Water leakage on road,Email,positive,Heavy Delay,91.6,1,Q1,Saturday
857,2025-04-02 20:00:00,Graffiti,Open,17,Marathahalli,101,12.855268002664225,77.69136079395865,0.19,8,132,Noise from bar at night,Email,neutral,On-Time,29.33,4,Q2,Wednesday
858,2025-02-16 16:00:00,Water Leak,In Progress,13,Jayanagar,5,13.00210520297135,77.52538645144406,-0.99,8,172,Streetlight not working,Mobile App,negative,On-Time,77.33,2,Q1,Sunday
859,2025-02-09 14:00:00,Streetlight,Resolved,12,Basavanagudi,86,13.09047728610915,77.47841797640409,-0.38,4,106,Pothole near school,Call Center,negative,On-Time,35.21,2,Q1,Sunday
860,2025-04-08 08:00:00,Pothole,In Progress,7,Jayanagar,130,13.015253651758185,77.51799290834349,-0.96,15,126,Overflowing garbage,Twitter,negative,Slight Delay,85.19,4,Q2,Tuesday
861,2025-08-12 21:00:00,Noise,In Progress,1,HSR Layout,179,13.080568929150079,77.71651207571396,-0.24,17,100,Overflowing garbage,Call Center,negative,Slight Delay,44.74,8,Q3,Tuesday
862,2025-04-04 11:00:00,Garbage,In Progress,1,Yelahanka,194,12.991502364532767,77.53409575563622,0.87,-2,139,Broken footpath,Call Center,positive,Early,56.34,4,Q2,Friday
863,2025-04-21 05:00:00,Streetlight,In Progress,20,Malleshwaram,12,13.060844684443982,77.6585181549251,0.56,4,117,Pothole near school,Call Center,positive,On-Time,46.01,4,Q2,Monday
864,2025-07-12 04:00:00,Streetlight,In Progress,14,Jayanagar,47,12.881040602064287,77.56854176884384,0.24,21,134,Streetlight not working,Call Center,positive,Heavy Delay,50.26,7,Q3,Saturday
865,2025-03-19 17:00:00,Graffiti,Open,15,Jayanagar,183,12.880878315721704,77.52863563013052,0.08,0,180,Streetlight not working,Twitter,neutral,On-Time,11.7,3,Q1,Wednesday
866,2025-09-09 04:00:00,Noise,Open,11,BTM Layout,26,12.880044832298948,77.49321422214581,-0.25,16,138,Graffiti on wall,Call Center,negative,Slight Delay,43.97,9,Q3,Tuesday
867,2025-11-02 06:00:00,Water Leak,Open,9,Basavanagudi,102,12.972212388009178,77.74165751856636,-0.58,23,110,Streetlight not working,Call Center,negative,Heavy Delay,73.42,11,Q4,Sunday
868,2025-09-23 11:00:00,Water Leak,Resolved,17,BTM Layout,120,12.932565890209279,77.60633466328032,-0.87,5,144,Water leakage on road,Mobile App,negative,On-Time,65.99,9,Q3,Tuesday
869,2025-09-22 23:00:00,Water Leak,Open,4,Indiranagar,173,13.02979646343526,77.48442649795705,-0.62,12,174,Illegal parking,Email,negative,Slight Delay,60.65,9,Q3,Monday
870,2025-11-24 15:00:00,Garbage,Open,20,Yelahanka,190,13.075655478575099,77.50964419282401,-0.3,0,102,Pothole near school,Email,negative,On-Time,24.9,11,Q4,Monday
871,2025-05-15 12:00:00,Noise,Resolved,19,Basavanagudi,70,13.00484370714337,77.5721891233151,0.04,15,176,Garbage not collected,Email,neutral,Slight Delay,29.99,5,Q2,Thursday
872,2025-06-04 23:00:00,Noise,Open,7,BTM Layout,2,12.903302639024645,77.61325115798451,-0.59,9,151,Streetlight not working,Email,negative,On-Time,54.71,6,Q2,Wednesday
873,2025-04-09 19:00:00,Water Leak,In Progress,1,Koramangala,26,13.082719216882278,77.50453903947191,0.95,21,159,Overflowing garbage,Twitter,positive,Heavy Delay,92.86,4,Q2,Wednesday
874,2025-05-01 11:00:00,Water Leak,Open,9,Koramangala,14,12.981964334534496,77.53331850733322,-0.85,0,191,Illegal parking,Mobile App,negative,On-Time,57.9,5,Q2,Thursday
875,2025-06-06 12:00:00,Graffiti,Open,13,Jayanagar,82,13.02998638828394,77.68511189753497,-0.81,14,157,Illegal parking,Mobile App,negative,Slight Delay,74.81,6,Q2,Friday
876,2025-06-26 01:00:00,Pothole,Open,2,Malleshwaram,102,13.072626462608794,77.57524447996613,0.37,-5,153,Water leakage on road,Mobile App,positive,Early,22.2,6,Q2,Thursday
877,2025-01-04 22:00:00,Pothole,In Progress,2,BTM Layout,185,13.097457983024725,77.45042071034833,0.51,3,133,Broken footpath,Call Center,positive,On-Time,41.63,1,Q1,Saturday
878,2025-04-22 10:00:00,Streetlight,In Progress,15,Indiranagar,32,12.976515987275418,77.46618208652194,0.94,8,127,Garbage not collected,Call Center,positive,On-Time,74.33,4,Q2,Tuesday
879,2025-10-15 10:00:00,Streetlight,In Progress,17,BTM Layout,62,13.052015679670918,77.58179853388192,0.06,-3,160,Graffiti on wall,Mobile App,neutral,Early,6.36,10,Q4,Wednesday
880,2025-02-03 01:00:00,Noise,In Progress,13,BTM Layout,115,12.99171676632956,77.46803532127545,-0.67,24,165,Broken footpath,Twitter,negative,Heavy Delay,80.2,2,Q1,Monday
881,2025-03-30 04:00:00,Noise,Resolved,7,HSR Layout,30,12.971613486498951,77.50217132354354,0.88,-5,165,Streetlight not working,Email,positive,Early,52.8,3,Q1,Sunday
882,2025-08-29 19:00:00,Garbage,In Progress,9,Malleshwaram,141,12.984428129819072,77.66836293279923,0.96,8,136,Broken footpath,Twitter,positive,On-Time,75.53,8,Q3,Friday
883,2025-09-14 22:00:00,Garbage,In Progress,12,BTM Layout,168,12.971068810955426,77.59411514741647,0.85,8,115,Water leakage on road,Mobile App,positive,On-Time,68.93,9,Q3,Sunday
884,2025-02-03 22:00:00,Pothole,In Progress,3,Whitefield,31,12.95525702969867,77.59473857994878,0.74,-2,171,Streetlight not working,Email,positive,Early,48.54,2,Q1,Monday
885,2025-01-15 09:00:00,Streetlight,In Progress,15,Whitefield,37,13.030930172628496,77.62946542754942,-0.84,8,174,Water leakage on road,Email,negative,On-Time,68.33,1,Q1,Wednesday
886,2025-12-23 10:00:00,Pothole,Resolved,7,Jayanagar,173,12.912418953986915,77.68655560044532,0.71,17,144,Broken footpath,Email,positive,Slight Delay,72.94,12,Q4,Tuesday
887,2025-04-12 19:00:00,Pothole,Open,1,Indiranagar,102,13.0040953664515,77.49757578532441,0.91,-2,114,Water leakage on road,Twitter,positive,Early,58.74,4,Q2,Saturday
888,2025-11-21 07:00:00,Streetlight,Open,14,Malleshwaram,128,13.028240044441107,77.50191427808447,0.1,5,103,Broken footpath,Mobile App,neutral,On-Time,19.79,11,Q4,Friday
889,2025-02-11 00:00:00,Garbage,In Progress,19,Indiranagar,86,13.073022708347676,77.4864211550677,0.55,14,122,Overflowing garbage,Call Center,positive,Slight Delay,59.21,2,Q1,Tuesday
890,2025-11-21 14:00:00,Graffiti,In Progress,16,Koramangala,59,12.932969287234396,77.73104878317345,0.32,3,171,Noise from bar at night,Email,positive,On-Time,30.23,11,Q4,Friday
891,2025-02-04 11:00:00,Graffiti,In Progress,10,Basavanagudi,28,13.065149775879016,77.623187067091,-0.42,5,179,Broken footpath,Email,negative,On-Time,38.99,2,Q1,Tuesday
892,2025-05-28 03:00:00,Graffiti,Open,1,Malleshwaram,122,13.086322792831465,77.47779212688624,0.18,9,115,Streetlight not working,Email,neutral,On-Time,30.11,5,Q2,Wednesday
893,2025-10-25 19:00:00,Streetlight,Open,5,HSR Layout,61,13.01216984568543,77.51619366827049,0.78,0,187,Pothole near school,Email,positive,On-Time,53.7,10,Q4,Saturday
894,2025-07-05 11:00:00,Water Leak,In Progress,3,Malleshwaram,147,13.042858251980753,77.66767701497386,-0.01,19,152,Water leakage on road,Email,neutral,Slight Delay,33.7,7,Q3,Saturday
895,2025-06-11 12:00:00,Water Leak,Open,17,BTM Layout,171,12.951426739954718,77.45869750364527,0.18,6,109,Noise from bar at night,Call Center,neutral,On-Time,25.97,6,Q2,Wednesday
896,2025-09-06 07:00:00,Water Leak,Resolved,18,Yelahanka,187,13.088033854946174,77.66769666739609,0.06,22,133,Noise from bar at night,Email,neutral,Heavy Delay,40.84,9,Q3,Saturday
897,2025-01-06 06:00:00,Noise,In Progress,19,HSR Layout,16,13.017715363771606,77.72343932545782,-0.44,7,117,Garbage not collected,Email,negative,On-Time,42.95,1,Q1,Monday
898,2025-05-13 09:00:00,Garbage,In Progress,18,Jayanagar,69,12.927539202154442,77.46691452973143,0.29,12,152,Garbage not collected,Call Center,positive,Slight Delay,40.85,5,Q2,Tuesday
899,2025-09-09 00:00:00,Garbage,Resolved,16,Indiranagar,44,12.951065336808504,77.50592613372757,0.02,17,115,Garbage not collected,Twitter,neutral,Slight Delay,31.54,9,Q3,Tuesday
900,2025-08-01 21:00:00,Noise,Resolved,2,Whitefield,113,13.004438878532893,77.45071358048408,-0.53,17,199,Noise from bar at night,Mobile App,negative,Slight Delay,62.14,8,Q3,Friday
901,2025-06-22 18:00:00,Pothole,Open,15,HSR Layout,194,12.908533791128074,77.48270915437713,0.79,8,161,Streetlight not working,Twitter,positive,On-Time,65.33,6,Q2,Sunday
902,2025-10-27 20:00:00,Graffiti,Resolved,13,Jayanagar,138,13.038478601085073,77.63509745620168,0.9,18,151,Pothole near school,Email,positive,Slight Delay,85.72,10,Q4,Monday
903,2025-05-21 08:00:00,Water Leak,In Progress,13,Koramangala,175,12.90617287906741,77.46344533890175,-0.89,20,156,Broken footpath,Twitter,negative,Heavy Delay,87.88,5,Q2,Wednesday
904,2025-06-08 05:00:00,Graffiti,Open,16,Malleshwaram,19,12.997947298942734,77.5777505226459,0.24,5,171,Broken footpath,Call Center,positive,On-Time,28.19,6,Q2,Sunday
